,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,no,no2,nox,pm10,so2
141,2012-02-04,372.916.666.666.667,284.770.833.333.333,23.375,101.287.708.333.333,149.916.666.666.667,174.166.666.666.667,6.7,-1.7,0,270,177804,151.852.601.741.243,NA,4.38,25.83,32.38,NA,NA
142,2012-02-05,253.333.333.333.333,224.458.333.333.333,416.875,101.296.875,569.583.333.333.333,245.625,6,-1.2,0,103,70656,145.776.721.014.493,NA,05.04,34.96,42.42,NA,NA
143,2012-02-06,222.916.666.666.667,208.979.166.666.667,37.875,10.101.125,1.509.375,646.875,13.5,-0.8,0,2590,1305062,198.458.004.294.049,NA,16.25,48.46,73.17,NA,NA
144,2012-02-07,263.333.333.333.333,236.208.333.333.333,181.875,1.005.375,1.559.375,619.791.666.666.667,12.1,1.6,0,2026,1076802,188.149.724.833.349,NA,09.08,39.08,52.75,NA,NA
145,2012-02-08,288.958.333.333.333,312.458.333.333.333,208.541.666.666.667,10.118.875,113.041.666.666.667,351.041.666.666.667,7,0.4,0,1856,1035649,179.211.296.491.379,NA,7.25,37.88,48.75,NA,NA
146,2012-02-09,498.958.333.333.333,299.604.166.666.667,382.708.333.333.333,101.446.458.333.333,1.523.125,463.125,10.3,-0.5,0,1788,972414,183.872.301.303.766,NA,6.71,28.54,38.96,NA,NA
147,2012-02-10,353.333.333.333.333,262.958.333.333.333,463.541.666.666.667,100.887.291.666.667,151.583.333.333.333,6.3375,11,2.3,0,1670,902388,18.506.451.770.192,NA,8.75,37.54,50.54,NA,NA
148,2012-02-11,396.666.666.666.667,246.479.166.666.667,300.416.666.666.667,100.821.666.666.667,169.083.333.333.333,474.583.333.333.333,9.6,0.9,0,355,248176,143.043.646.444.459,NA,4.5,28.33,34.96,NA,NA
149,2012-02-12,240.833.333.333.333,217.229.166.666.667,488.541.666.666.667,10.104.875,159.020.833.333.333,277.708.333.333.333,7.2,0.1,0.3,189,125695,150.363.976.291.818,NA,4,28.67,34.5,NA,NA
150,2012-02-13,250.625,231.416.666.666.667,362.708.333.333.333,101.125.208.333.333,158.916.666.666.667,467.708.333.333.333,9.5,-0.2,0,3036,1462190,207.633.754.847.181,NA,15.08,52.42,75.29,NA,NA
151,2012-02-14,179.166.666.666.667,191.583.333.333.333,521.666.666.666.667,100.811.041.666.667,112.104.166.666.667,678.333.333.333.333,10.2,3.2,0,2194,1140293,192.406.688.456.388,NA,10.5,45.58,61.54,NA,NA
152,2012-02-15,343.125,249.75,484.791.666.666.667,101.154.791.666.667,1.681.875,776.875,13.9,2.9,0,2089,1117209,186.983.814.129.675,NA,10.75,47.04,63.12,NA,NA
153,2012-02-16,280.625,198.125,51.625,101.013.333.333.333,168.645.833.333.333,995.833.333.333.333,15.4,4.9,0,1990,1111184,179.088.251.810.681,NA,12.27,55.14,73.82,NA,NA
154,2012-02-17,183.125,165.125,698.333.333.333.333,101.407.291.666.667,106.25,994.791.666.666.666,13.9,6.7,0,1851,1015392,182.294.128.769.973,NA,9,45.08,58.71,NA,NA
155,2012-02-18,232.291.666.666.667,275,635.625,101.148.333.333.333,164.041.666.666.667,873.541.666.666.667,13.7,4.9,0,411,279921,146.827.140.514.645,NA,13.54,45.12,65.67,NA,NA
156,2012-02-19,119.166.666.666.667,134.229.166.666.667,757.916.666.666.667,101.142.291.666.667,60,872.916.666.666.666,12.4,5.4,0,203,145591,139.431.695.640.527,NA,6.38,44.29,53.96,NA,NA
157,2012-02-20,252.083.333.333.333,209.479.166.666.667,486.875,10.145.125,173.75,889.375,14,4.9,0,3021,1529089,197.568.617.654.041,NA,7.17,38.79,49.46,NA,NA
158,2012-02-21,137.083.333.333.333,222.333.333.333.333,531.666.666.666.667,101.760.416.666.667,171.854.166.666.667,726.875,12.9,2,0,2221,1191835,186.351.298.627.746,NA,11.17,54.54,71.54,NA,NA
159,2012-02-22,202.708.333.333.333,238.479.166.666.667,361.458.333.333.333,101.607.291.666.667,178.208.333.333.333,963.125,15.3,4.9,0,2088,1164123,179.362.490.046.155,NA,12.77,53.64,72.82,NA,NA
160,2012-02-23,206.666.666.666.667,250.291.666.666.667,217.708.333.333.333,101.605.416.666.667,184.104.166.666.667,127.166.666.666.667,18.8,6.4,0,1972,1124586,175.353.418.947.061,NA,19.08,59.38,88.58,NA,NA
161,2012-02-24,119.791.666.666.667,2.081.875,422.916.666.666.667,101.665.625,170.416.666.666.667,1.284.375,18.9,8.8,0,1657,903808,183.335.398.668.744,NA,72.29,89.42,199.71,NA,NA
162,2012-02-25,93.125,208.708.333.333.333,501.041.666.666.667,101.192.708.333.333,168.041.666.666.667,114.708.333.333.333,17.4,6.6,0,328,242768,135.108.416.265.735,NA,56.79,79.17,165.67,NA,NA
163,2012-02-26,146.875,174.75,552.708.333.333.333,100.724.791.666.667,1.786.875,137.875,20.2,8.9,0,180,126729,142.035.366.806.335,NA,35.17,70.58,124.08,NA,NA
164,2012-02-27,262.291.666.666.667,252.166.666.666.667,716.458.333.333.333,101.300.625,135.041.666.666.667,116.604.166.666.667,15.1,8.7,0,2709,1448150,187.066.256.948.521,NA,8,36.12,48.04,NA,NA
165,2012-02-28,140.625,2.175.625,74.75,101.394.791.666.667,168.270.833.333.333,109.479.166.666.667,16.2,6.8,0,1956,1123367,174.119.410.664.547,NA,24.89,60.06,98.11,NA,NA
166,2012-02-29,106.875,179.75,707.291.666.666.667,10.123.125,185.854.166.666.667,11.5125,17.1,7.4,0,1713,989746,17.307.470.805.641,NA,34.79,57.71,110.62,NA,NA
167,2012-03-01,1.025,219.166.666.666.667,692.083.333.333.333,101.351.041.666.667,1.850.625,115.895.833.333.333,17.1,7.5,0,1546,909111,170.056.241.757.057,NA,55.75,64.54,149.54,NA,NA
168,2012-03-02,242.916.666.666.667,2.555.625,710.833.333.333.333,101.598.333.333.333,198.291.666.666.667,1.100.625,16.1,6.3,0,1369,762314,179.584.790.519.392,NA,21.46,51.46,84.04,NA,NA
169,2012-03-03,2.0125,2.283.125,70.375,101.541.666.666.667,161.770.833.333.333,120.479.166.666.667,15.9,8.9,0,230,162986,141.116.414.906.802,NA,6.54,36.08,46.04,NA,NA
170,2012-03-04,2.4625,263.958.333.333.333,550.833.333.333.333,101.145.833.333.333,133.979.166.666.667,137.166.666.666.667,18.6,8.9,0,112,86577,129.364.611.848.412,NA,6.21,28.33,37.42,NA,NA
171,2012-03-05,394.583.333.333.333,200.479.166.666.667,49.25,101.256.041.666.667,211,1.175.625,17.4,8.1,0,2063,1117261,18.464.799.183.002,NA,5.17,22.58,30.42,NA,NA
172,2012-03-06,301.875,187.270.833.333.333,396.041.666.666.667,101.190.625,184.145.833.333.333,982.708.333.333.334,14.2,5,0,1392,814868,170.825.213.408.798,NA,4.29,21.5,27.96,NA,NA
173,2012-03-07,2.6,262.354.166.666.667,450.208.333.333.333,101.568.125,204.708.333.333.333,1.058.125,17.1,6.9,0,1442,841812,171.297.154.233.962,NA,4.88,29.83,37,NA,NA
174,2012-03-08,198.541.666.666.667,235.729.166.666.667,502.708.333.333.333,101.328.333.333.333,200.25,1.088.125,15.9,6.8,0,1154,664810,173.583.429.852.138,NA,6.92,32.04,42.38,NA,NA
175,2012-03-09,204.791.666.666.667,173.625,434.583.333.333.333,101.952.916.666.667,208.104.166.666.667,109.979.166.666.667,16.1,5.9,0,1168,673239,173.489.652.263.164,NA,7.33,35.67,46.75,NA,NA
176,2012-03-10,2.3625,2.415.625,469.166.666.666.667,101.955.208.333.333,212.625,111.916.666.666.667,17.3,5.8,0,262,193254,13.557.287.300.651,NA,2.79,26.38,30.33,NA,NA
177,2012-03-11,196.458.333.333.333,209.729.166.666.667,544.166.666.666.667,10.139.375,216.166.666.666.667,125.583.333.333.333,19.3,7.2,0,111,82115,135.176.277.172.258,NA,03.04,29.12,33.42,NA,NA
178,2012-03-12,209.166.666.666.667,2.460.625,49.625,101.393.541.666.667,216.645.833.333.333,135.729.166.666.667,19.2,8.4,0,1768,973752,181.565.737.477.304,NA,14.08,47.96,69.17,NA,NA
179,2012-03-13,1.3375,176.875,556.875,101.422.083.333.333,2.155.625,1.399.375,20.4,8.7,0,1320,745507,177.060.711.703.579,NA,53.64,67.86,149.79,NA,NA
180,2012-03-14,1.125,177.791.666.666.667,627.083.333.333.333,101.587.083.333.333,215.875,139.145.833.333.333,21.9,9.3,0,1236,711429,173.734.835.099.497,NA,64.08,77.5,175.46,NA,NA
181,2012-03-15,133.541.666.666.667,171.125,769.166.666.666.667,101.805.625,215.166.666.666.667,11.025,15.9,6.9,0,1161,672529,172.631.960.852.246,NA,34.67,65.5,118.29,NA,NA
182,2012-03-16,170.208.333.333.333,139.125,610.833.333.333.333,101.631.875,228.958.333.333.333,126.604.166.666.667,19.3,6.4,0,1055,614674,171.635.696.320.326,NA,38.58,64.42,123.25,NA,NA
183,2012-03-17,1.8625,211.208.333.333.333,725.208.333.333.333,101.241.458.333.333,222.979.166.666.667,122.729.166.666.667,17.5,7.9,0,198,145613,135.976.870.197.029,NA,3.62,32.5,38,NA,NA
184,2012-03-18,277.708.333.333.333,245.770.833.333.333,53.375,101.111.666.666.667,233.916.666.666.667,1.399.375,19.3,9.2,0,114,82271,138.566.445.041.388,NA,2,20.46,23.25,NA,NA
185,2012-03-19,249.583.333.333.333,214.229.166.666.667,540.833.333.333.333,101.802.916.666.667,219.833.333.333.333,11.2125,15.6,8.4,0,1638,883673,185.362.685.065.629,NA,2.75,23.61,27.09,NA,NA
186,2012-03-20,433.541.666.666.667,100,51.625,101.786.875,187.041.666.666.667,11.225,16.2,6.5,0.5,1231,686402,17.934.096.928.622,NA,03.04,25.38,29.62,NA,NA
187,2012-03-21,564.375,781.041.666.666.667,836.458.333.333.333,10.136.375,156.041.666.666.667,119.020.833.333.333,12.8,9.7,20,1068,655960,16.281.480.578.084,NA,2.5,26.38,29.62,NA,NA
188,2012-03-22,168.958.333.333.333,201.458.333.333.333,813.333.333.333.333,101.327.708.333.333,1.570.625,1.113.125,16.5,8.6,9.2,1043,588417,177.255.245.854.556,NA,6.17,39.67,48.62,NA,NA
189,2012-03-23,142.083.333.333.333,194.979.166.666.667,690.208.333.333.333,101.387.083.333.333,236.020.833.333.333,12.15,16.9,6.9,0,954,539963,176.678.772.434.408,NA,7.96,49.62,61.58,NA,NA
190,2012-03-24,129.166.666.666.667,1.923.125,65.375,101.362.083.333.333,242.604.166.666.667,13.025,18,7.7,0,243,160139,151.743.173.118.353,NA,9.96,47.29,62.25,NA,NA
191,2012-03-25,139.166.666.666.667,242.958.333.333.333,557.291.666.666.667,101.418.541.666.667,249.645.833.333.333,1.475.625,20.5,9.5,0,139,107028,129.872.556.714.131,NA,19.59,45.61,73.95,NA,NA
192,2012-03-26,2.1625,137.666.666.666.667,549.375,101.582.083.333.333,225.104.166.666.667,144.229.166.666.667,17.9,10.8,0,1491,789139,188.940.098.005.548,NA,9.33,52.08,66,NA,NA
193,2012-03-27,137.083.333.333.333,195.729.166.666.667,461.875,101.639.166.666.667,235.104.166.666.667,153.479.166.666.667,20.6,9.9,0,1220,689222,177.011.180.722.612,NA,15.21,73.17,96.04,NA,NA
194,2012-03-28,126.875,205.708.333.333.333,474.375,101.461.875,249,157.541.666.666.667,22.7,9.6,0,1145,632926,180.905.824.693.566,NA,20.9,85.57,115.29,NA,NA
195,2012-03-29,1.4,232.354.166.666.667,48.625,100.998.333.333.333,254.354.166.666.667,1.539.375,21.5,9.4,0,616,378539,162.730.920.724.153,NA,24.58,84.38,121.71,NA,NA
196,2012-03-30,216.041.666.666.667,231.666.666.666.667,408.541.666.666.667,100.342.708.333.333,258.125,181.541.666.666.667,24.2,13.2,0,979,539110,181.595.592.736.176,NA,17.29,72.58,98.71,NA,NA
197,2012-03-31,142.083.333.333.333,154.395.833.333.333,576.458.333.333.333,100.027.916.666.667,254.395.833.333.333,161.395.833.333.333,21.2,11.2,0,274,186177,14.717.177.739.463,NA,8.78,65.87,79.43,NA,NA
198,2012-04-01,147.916.666.666.667,2.245.625,498.333.333.333.333,998.420.833.333.333,256.729.166.666.667,16.325,20.9,12.1,0,136,106836,127.297.914.560.635,NA,23.08,69.71,104.67,NA,NA
199,2012-04-02,163.125,158.083.333.333.333,652.916.666.666.667,998.583.333.333.334,244.541.666.666.667,145.854.166.666.667,20,10.7,0,1286,679237,189.330.086.553,NA,13.71,64.17,84.96,NA,NA
200,2012-04-03,138.333.333.333.333,130.958.333.333.333,844.166.666.666.667,996.945.833.333.333,647.291.666.666.667,136.458.333.333.333,15.9,12.1,5.9,963,555193,173.453.195.555.419,NA,14.92,65.92,88.71,NA,NA
201,2012-04-04,221.875,101.083.333.333.333,888.958.333.333.333,996.854.166.666.667,666.458.333.333.333,121.041.666.666.667,13.7,10.4,36.6,819,466389,175.604.484.668.378,NA,6.17,44.67,54,NA,NA
202,2012-04-05,2.15,791.666.666.666.667,75.875,9.984.875,86.5,126.458.333.333.333,14.4,11,2.6,803,450486,178.251.932.357.498,NA,5.5,40.08,48.42,NA,NA
203,2012-04-06,209.583.333.333.333,221.083.333.333.333,767.916.666.666.667,998.508.333.333.333,984.375,119.708.333.333.333,16.3,8.2,0.2,89,64043,138.969.130.115.704,NA,5.13,30.91,38.39,NA,NA
204,2012-04-07,3.55,2.756.875,515.416.666.666.667,998.879.166.666.667,260.145.833.333.333,122.854.166.666.667,16.9,7.1,0,214,147387,145.195.980.649.582,NA,1.46,16.67,18.67,NA,NA
205,2012-04-08,3.3125,194.833.333.333.333,586.666.666.666.667,100.208.958.333.333,285.125,138.104.166.666.667,20.6,9.6,0,138,98018,140.790.467.057.071,NA,1.83,18.5,21.17,NA,NA
206,2012-04-09,187.083.333.333.333,211.166.666.666.667,685.833.333.333.333,100.262.916.666.667,168.041.666.666.667,13.2,17,9.8,0,118,83242,141.755.363.878.811,NA,1.92,21.62,24.46,NA,NA
207,2012-04-10,210.833.333.333.333,209.979.166.666.667,732.291.666.666.667,994.152.083.333.333,137.104.166.666.667,132.895.833.333.333,18.4,9.4,0.4,1250,704533,17.742.249.121.049,NA,13.17,56.65,76.57,NA,NA
208,2012-04-11,356.875,285.770.833.333.333,483.333.333.333.333,996.85,281.020.833.333.333,137.041.666.666.667,19.3,8.1,0,970,569191,17.041.731.158.785,NA,3.38,22.96,28,NA,NA
209,2012-04-12,173.333.333.333.333,178.625,641.041.666.666.667,994.254.166.666.667,793.541.666.666.667,131.958.333.333.333,15.7,11.2,0.5,980,581133,168.636.095.351.667,NA,13.54,60.42,81.33,NA,NA
210,2012-04-13,276.458.333.333.333,210.833.333.333.333,660.833.333.333.333,99.276.875,2.115.625,12.4625,17.8,9.4,0,862,515147,16.733.087.837.064,NA,5.38,38.25,46.21,NA,NA
211,2012-04-14,3.4875,262.208.333.333.333,561.458.333.333.333,991.252.083.333.333,216.166.666.666.667,115.833.333.333.333,16.8,8,0.4,199,134275,14.820.331.409.421,NA,2.25,24.08,27.21,NA,NA
212,2012-04-15,302.291.666.666.667,252.666.666.666.667,614.166.666.666.667,993.970.833.333.333,1.796.875,1.088.125,17.8,8.2,3.5,67,46574,143.857.087.645.467,NA,2.12,25.42,28.29,NA,NA
213,2012-04-16,2.875,269,431.875,10.009.625,2.133.125,1.228.125,17,9.2,0,1221,671469,181.840.114.733.517,NA,3.62,30.96,36.04,NA,NA
214,2012-04-17,386.458.333.333.333,262.104.166.666.667,41.875,100.268.958.333.333,311.354.166.666.667,11.45,16.6,6.4,0,1001,558151,179.342.149.346.682,NA,3.36,28.23,32.82,NA,NA
215,2012-04-18,186.458.333.333.333,136.75,663.125,994.008.333.333.333,126.229.166.666.667,123.270.833.333.333,16.1,10,0.1,980,551615,177.660.143.397.116,NA,3.83,45.12,50.29,NA,NA
216,2012-04-19,344.583.333.333.333,223.104.166.666.667,553.333.333.333.333,989.197.916.666.667,213.208.333.333.333,137.479.166.666.667,19.3,10.2,0.1,884,491742,179.769.065.892.277,NA,2.17,29.96,32.67,NA,NA
217,2012-04-20,351.458.333.333.333,249.979.166.666.667,485.833.333.333.333,995.702.083.333.333,276.375,146.375,20.4,9.6,0,829,435624,190.301.728.095.789,NA,2.33,28.5,31.54,NA,NA
218,2012-04-21,240.625,1.460.625,608.958.333.333.333,1.001.375,258.520.833.333.333,1.550.625,20.5,12.1,0.7,187,122265,152.946.468.735.942,NA,1.6,40.4,42,NA,NA
219,2012-04-22,222.708.333.333.333,134.166.666.666.667,723.541.666.666.667,100.553.958.333.333,120.708.333.333.333,130.729.166.666.667,15.6,11.3,0.2,102,83134,122.693.482.810.884,NA,NA,NA,NA,NA,NA
220,2012-04-23,251.666.666.666.667,210.166.666.666.667,72.5,100.092.916.666.667,2.023.125,140.520.833.333.333,17.2,10.6,0,1254,654181,191.690.067.427.822,NA,1.58,22,23.5,NA,NA
221,2012-04-24,321.041.666.666.667,227.416.666.666.667,454.791.666.666.667,999.920.833.333.333,3.114.375,141.145.833.333.333,20.2,10.2,0,1087,608918,178.513.363.047.241,NA,2,27.45,29.45,NA,NA
222,2012-04-25,247.083.333.333.333,235.104.166.666.667,767.083.333.333.333,999.664.583.333.334,168.666.666.666.667,138.958.333.333.333,17.3,9.7,0,966,538917,179.248.381.476.183,NA,2.95,37.91,43.5,NA,NA
223,2012-04-26,1.85,111.020.833.333.333,689.791.666.666.667,100.027.708.333.333,295.104.166.666.667,173.125,23.6,12.3,0,897,501404,178.897.655.383.683,NA,6.79,44.04,54.33,NA,NA
224,2012-04-27,305.416.666.666.667,982.083.333.333.333,694.375,100.127.291.666.667,1.105.625,166.083.333.333.333,19.4,13.5,0,875,482386,181.390.007.172.679,NA,7.42,50.5,61.83,NA,NA
225,2012-04-28,454.166.666.666.667,114.020.833.333.333,762.291.666.666.667,996.160.416.666.667,125.916.666.666.667,162.354.166.666.667,18.7,11.7,9.5,225,153128,146.935.896.766.104,NA,1.96,25.38,28.08,NA,NA
226,2012-04-29,224.791.666.666.667,1.973.125,644.375,100.212.916.666.667,325.145.833.333.333,143.625,18.8,10.1,0,100,62543,15.988.999.568.297,NA,1.62,18.67,20.58,NA,NA
227,2012-04-30,328.125,214.395.833.333.333,703.125,100.220.833.333.333,246.479.166.666.667,1.338.125,16.7,10.4,13.4,1004,535529,187.478.175.785.065,NA,1.67,18.88,21.04,NA,NA
228,2012-05-01,151.875,220.375,676.041.666.666.667,100.633.958.333.333,329.875,14.15,20,7.7,0,101,76666,1.317.402.760.024,NA,1.88,22.38,24.96,NA,NA
229,2012-05-02,2.3125,239.145.833.333.333,664.375,100.708.333.333.333,331.25,144.854.166.666.667,20.7,9.1,0,1187,644271,184.239.240.940.536,NA,5.25,29.04,36.79,NA,NA
230,2012-05-03,277.291.666.666.667,247.25,721.041.666.666.667,1.003.575,3.279.375,144.416.666.666.667,18.9,9.4,0,970,528396,183.574.440.381.835,NA,3.17,27.25,31.92,NA,NA
231,2012-05-04,184.166.666.666.667,249.979.166.666.667,746.875,998.845.833.333.334,213.604.166.666.667,1.516.875,19.6,11,0,883,476470,185.321.216.445.946,NA,04.08,35.67,41.54,NA,NA
232,2012-05-05,244.583.333.333.333,232.625,591.666.666.666.667,998.479.166.666.667,297.583.333.333.333,168.229.166.666.667,22.8,11.5,0,179,134514,133.071.650.534.517,NA,11.5,36.38,53.71,NA,NA
233,2012-05-06,228.125,142.208.333.333.333,660.416.666.666.667,100.332.291.666.667,265.979.166.666.667,156.270.833.333.333,20,11.4,0,102,75357,135.355.706.835.463,NA,1.83,25.38,27.92,NA,NA
234,2012-05-07,201.666.666.666.667,234.541.666.666.667,627.708.333.333.333,100.850.833.333.333,313.520.833.333.333,1.659.375,21.5,10.5,0,1185,662797,178.787.773.632.047,NA,08.08,32.5,44.71,NA,NA
235,2012-05-08,191.666.666.666.667,210.541.666.666.667,686.041.666.666.667,100.671.458.333.333,250.625,178.291.666.666.667,23.8,12.9,0,991,538003,184.199.716.358.459,NA,7.48,34.19,45.33,NA,NA
236,2012-05-09,2,121.333.333.333.333,733.541.666.666.667,100.964.166.666.667,318.145.833.333.333,174.729.166.666.667,21.8,14.1,0,813,477829,170.144.549.619.215,NA,4,32.75,38.75,NA,NA
237,2012-05-10,138.541.666.666.667,216.020.833.333.333,44.875,101.335.208.333.333,330.979.166.666.667,199.208.333.333.333,25.5,14,0,779,471493,165.219.844.197.051,NA,17.25,59.25,85.25,NA,NA
238,2012-05-11,242.083.333.333.333,245.125,390.625,101.462.291.666.667,3.353.125,212.895.833.333.333,25.6,16.4,0,700,379813,184.301.221.917.101,NA,14.33,54.38,76,NA,NA
239,2012-05-12,204.791.666.666.667,188.333.333.333.333,504.166.666.666.667,101.313.541.666.667,3.066.875,2.210.625,28.1,17.4,0,154,108240,142.276.422.764.228,NA,9.58,49.38,63.75,NA,NA
240,2012-05-13,217.708.333.333.333,142.270.833.333.333,694.375,100.939.791.666.667,275.645.833.333.333,1.940.625,22.6,16.9,0.5,53,34614,153.117.235.800.543,NA,4.12,34.5,40.75,NA,NA
241,2012-05-14,274.166.666.666.667,234.916.666.666.667,596.458.333.333.333,100.657.708.333.333,317.666.666.666.667,184.270.833.333.333,21,16.3,0,1239,646176,191.743.425.939.682,NA,2.96,21.5,25.46,NA,NA
242,2012-05-15,2.6,184.458.333.333.333,58.875,10.070.125,328.395.833.333.333,186.479.166.666.667,23.2,15.7,0,885,486438,181.934.799.501.684,NA,3.21,22.75,27.46,NA,NA
243,2012-05-16,258.541.666.666.667,2.156.875,652.916.666.666.667,10.113.625,175.833.333.333.333,155.166.666.666.667,18.3,12.5,0.9,817,463583,176.235.970.689.175,NA,3.46,21,25.83,NA,NA
244,2012-05-17,182.291.666.666.667,257.125,751.666.666.666.667,100.696.458.333.333,155.833.333.333.333,153.895.833.333.333,19.6,11.9,0,784,453685,172.807.123.885.515,NA,2.79,22.08,25.79,NA,NA
245,2012-05-18,373.958.333.333.333,888.958.333.333.333,754.583.333.333.333,100.155.208.333.333,174.020.833.333.333,163.729.166.666.667,19.5,14.3,0,736,421676,174.541.591.174.267,NA,2.59,30.57,34.73,NA,NA
246,2012-05-19,2.2375,128.270.833.333.333,714.583.333.333.333,9.978.875,1.666.875,1.695.625,21,14.4,0,174,118903,146.337.771.124.362,NA,1.83,21.71,24.08,NA,NA
247,2012-05-20,176.875,204.375,81.25,994.85,183.395.833.333.333,150.145.833.333.333,20.4,10.5,23.5,95,70234,135.262.123.757.724,NA,02.08,25.75,28.33,NA,NA
248,2012-05-21,535.625,3.041.875,55.25,9.971.625,154.854.166.666.667,144.666.666.666.667,19.8,10.3,0.1,1217,652299,186.570.882.371.428,NA,2.62,14.67,17.96,NA,NA
249,2012-05-22,3.975,250.729.166.666.667,498.125,100.368.958.333.333,230.291.666.666.667,179.145.833.333.333,24.3,12.9,0,910,498558,182.526.406.155.352,NA,5.33,28.33,35.96,NA,NA
250,2012-05-23,241.875,233.25,512.083.333.333.333,100.868.125,338.291.666.666.667,198.854.166.666.667,26.2,15.5,0,905,489627,184.834.578.158.476,NA,6.25,39.58,49.08,NA,NA
251,2012-05-24,166.875,218.645.833.333.333,51,100.913.333.333.333,3.396.875,196.979.166.666.667,24.6,14.6,0,808,437470,184.698.379.317.439,NA,22.75,51.17,85.62,NA,NA
252,2012-05-25,2.025,211.541.666.666.667,480.833.333.333.333,100.503.333.333.333,339,213.479.166.666.667,26.5,16.8,0,677,374171,180.933.316.585.198,NA,12.67,55.79,75.08,NA,NA
253,2012-05-26,194.375,233.979.166.666.667,690.208.333.333.333,10.055.375,272.75,19.475,23.3,16.1,0,169,113074,149.459.645.895.608,NA,3.67,28.83,34.21,NA,NA
254,2012-05-27,153.333.333.333.333,158.083.333.333.333,64.125,100.687.083.333.333,332.770.833.333.333,204.625,25.3,15.6,0,113,74651,151.371.046.603.528,NA,4.29,32.54,38.71,NA,NA
255,2012-05-28,136.041.666.666.667,204.104.166.666.667,559.791.666.666.667,1.005.625,2.806.875,218.333.333.333.333,27.8,16.7,0,155,99172,156.294.115.274.473,NA,4.42,33.62,40.21,NA,NA
256,2012-05-29,174.583.333.333.333,2.228.125,51.75,100.523.958.333.333,325.270.833.333.333,2.221.875,27.8,17.8,0,1093,565554,193.261.828.225.068,NA,8.83,34.75,47.62,NA,NA
257,2012-05-30,176.458.333.333.333,246.5,505.625,100.872.916.666.667,332.375,226.729.166.666.667,28.7,17.2,0,803,460262,174.465.847.712.824,NA,5.54,41.29,49.71,NA,NA
258,2012-05-31,1.7875,220.729.166.666.667,494.791.666.666.667,10.095.875,330.333.333.333.333,233.125,28.8,18.1,0,793,442219,179.322.914.664.454,NA,16,55.54,79.83,NA,NA
259,2012-06-01,1.925,243.854.166.666.667,459.583.333.333.333,100.653.333.333.333,332.354.166.666.667,227.854.166.666.667,27.4,17.8,0,677,388984,1.740.431.483.043,NA,6.54,44.42,53.96,NA,NA
260,2012-06-02,248.541.666.666.667,229.458.333.333.333,473.541.666.666.667,100.385.625,332.625,2.299.375,27.4,18.1,0,166,122553,135.451.600.532.015,NA,2.96,38.88,43.42,NA,NA
261,2012-06-03,267.083.333.333.333,177.270.833.333.333,691.041.666.666.667,10.044.125,181.416.666.666.667,2.105.625,25.3,17,4.7,98,69814,140.372.991.090.612,NA,1.92,23.04,25.62,NA,NA
262,2012-06-04,2.575,207.354.166.666.667,768.333.333.333.333,100.665.833.333.333,228.541.666.666.667,196.020.833.333.333,22.9,16,0.2,1006,518930,193.860.443.605.111,NA,3.58,23.5,28.71,NA,NA
263,2012-06-05,237.708.333.333.333,235.5,74,100.632.083.333.333,305.604.166.666.667,209.395.833.333.333,24.8,16.7,0.1,778,453282,171.637.082.434.334,NA,2.62,15.1,18.38,NA,NA
